Date,SPY_Volume,SPY_Volume_Change
2022-03-25,77101300,0.1747887781377635
2022-03-28,68529800,-0.11785145448273937
2022-03-29,86581500,0.23381747971749434
2022-03-30,79666900,-0.08323197475167987
2022-03-31,121699900,0.4237039861710521
2022-04-01,89048800,-0.31237364423110137
2022-04-04,59601000,-0.40151218161532043
2022-04-05,74214500,0.21928719641748984
2022-04-06,106898000,0.3649155599105569
2022-04-07,78097200,-0.31392090405159223
2022-04-08,79272700,0.014939602343364555
2022-04-11,89770500,0.12436260646869357
2022-04-12,84363600,-0.062120384589292144
2022-04-13,74070400,-0.13012003664562144
2022-04-14,97869500,0.27861896629922356
2022-04-18,66002500,-0.39394233850993743
2022-04-19,77821000,0.16471869754397872
2022-04-20,65224400,-0.17657768558720832
2022-04-21,85417300,0.26971502433747574
2022-04-22,132471800,0.4388211361948713
2022-04-25,119647700,-0.10181820114938489
2022-04-26,103996300,-0.14019626985123068
2022-04-27,122030000,0.15991159455832715
2022-04-28,105449100,-0.1460385441060268
2022-04-29,145491100,0.32188654431808317
2022-05-02,158312500,0.08445601140608971
2022-05-03,100028200,-0.4591187815283284
2022-05-04,144247900,0.36608120098974695
2022-05-05,172929100,0.18134833668300132
2022-05-06,151770800,-0.13051019581429912
2022-05-09,155586100,0.024827788042429688
2022-05-10,132497200,-0.16063776300692467
2022-05-11,142361000,0.07180457193486944
2022-05-12,125090800,-0.12932621146087442
2022-05-13,104174400,-0.18297345584882052
2022-05-16,78622400,-0.28140977164134284
2022-05-17,83029700,0.05454172900418541
2022-05-18,117674500,0.3487239631717749
2022-05-19,98510700,-0.17775716656739604
2022-05-20,131432200,0.2883259575823942
2022-05-23,76414900,-0.5423134259669595
2022-05-24,91448800,0.17960154949087936
2022-05-25,91472900,0.00026350072342040676
2022-05-26,82168300,-0.10727317063643937
2022-05-27,84768700,0.03115678797549748
2022-05-31,95937000,0.12376535515284104
2022-06-01,86585800,-0.1025558962044606
2022-06-02,79609600,-0.08400114124363611
2022-06-03,71874300,-0.10221592865379847
2022-06-06,57508900,-0.22297904150524772
2022-06-07,59272400,0.030204049206240313
2022-06-08,64350000,0.08219316640148833
2022-06-09,86289800,0.2933744647097214
2022-06-10,132893900,0.43183966674163443
2022-06-13,170004900,0.24627619467079143
2022-06-14,104011800,-0.4913229059207218
2022-06-15,125666800,0.1891296055437337
